"報告年度:2022","議題:廢棄物管理"
"公司代號","公司名稱","有害廢棄物量(公噸)-有害廢棄物量(公噸)","非有害廢棄物(公噸)-非有害廢棄物(公噸)","總重量(有害+非有害)(公噸)-總重量(有害+非有害)(公噸)","資料範圍-資料範圍","廢棄物密集度-密集度(公噸/單位)","廢棄物密集度-單位","取得驗證-取得驗證"
"=""6776""","展碁國際","0.0000","0.0000","7.1400","包含合併財務報表之母子公司","0.0000","百萬元營業額",""
"=""6781""","AES-KY","35.0000","751.0000","786.0000","資料涵蓋範圍包含合併財務報表之母子公司","386.2400","產品","ISO 14001"
"=""6782""","視陽","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6789""","采鈺","1418.0000","930.0000","2348.0000","采鈺新竹廠及中壢廠","0.1847","公斤／8吋晶圓當量－層",""
"=""6790""","永豐實","0.0000","3587.0000","3587.0000","臺灣紙品工廠：楊梅廠、清水廠","0.0400","產品","ISO 9001及 ISO 14001"
"=""6792""","詠業","109.5700","51.6000","161.1700","母公司","0.1100","百萬元營業額",""
"=""6796""","晉弘","0.0017","0.2300","0.2317","僅母公司","0.0005","百萬元營業額",""
"=""6799""","來頡","無，本公司無工廠，無工廠廢棄物","無，本公司無工廠，無工廠廢棄物","無，本公司無工廠，無工廠廢棄物","","無，本公司無工廠，無工廠廢棄物","",""
"=""6806""","森崴能源","0.0000","0.0000","5.9790","本公司非屬製造業，僅包含頂埔大樓森崴能源總部2022年產生生活廢棄物量。","0.0730","平均每位森崴員工2022年人均生活廢棄物",""
"=""6807""","峰源-KY","0.0000","0.0000","7260.0000","主要生產基地","1.7252","百萬元營業額",""
"=""6830""","汎銓","0.6450","5.0000","5.6450","僅母公司","5.6450","百萬元營業額",""
"=""6834""","天二科技","68.8860","115.6110","184.4970","111/1/1~111/12/31","無，尚未完成相關數據統計","","ISO 14001"
"=""6835""","圓裕","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6838""","台新藥","","","","","","","N/A"
"=""6854""","錼創科技-KY創","80.6700","24.8768","105.5468","2022年","403.8120","百萬元營業額",""
"=""6861""","睿生光電","0.0790","7.7792","7.8582","僅母公司","0.0041","百萬元營業額",""
"=""6862""","三集瑞-KY","","","","","","","N/A"
"=""6863""","永道-KY","0.0000","36.4800","36.4800","包含合併財務報表之母子公司","無，無統計相關數據","","ISO 14001"
"=""6869""","雲豹能源","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6873""","泓德能源","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""6919""","康霈*","","","","","","","N/A"
"=""6923""","中台","","","","","","","N/A"
"=""6958""","日盛台駿","","","","","","","N/A"
"=""6962""","ITH-KY","","","","","","","N/A"
"=""6969""","成信實業*-創","","","","","","","N/A"
"=""6988""","威力暘-創","","","","","","","N/A"
"=""7705""","三商餐飲","","","","","","","N/A"
"=""8011""","台通","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8016""","矽創","0.0000","0.0000","0.0114","矽創(新竹總公司、台北辦公室)","0.0000","百萬元營業額",""
"=""8021""","尖點","0.0000","84.7000","84.7000","僅母公司","無，無統計相關數據","",""
"=""8028""","昇陽半導體","148.2900","878.5000","1026.7900","僅母公司","0.0025","產品","ISO 14001"
"=""8033""","雷虎","0.0000","0.0000","6.7100","111年1月-111年12月","0.0007","營業額以仟元計算",""
"=""8039""","台虹","782.9600","1150.9700","1933.9300","母公司","0.2654","百萬元營業額",""
"=""8046""","南電","5351.0000","16356.0000","21707.0000","母公司","21.0000","百萬元營業額",""
"=""8070""","長華*","12229.0000","5698.0000","17927.0000","包含合併財務報表之母子公司","0.8200","百萬元營業額",""
"=""8072""","陞泰","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8081""","致新","0.0520","16.5390","16.5910","母公司","0.0022","百萬元營業額",""
"=""8101""","華冠","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8103""","瀚荃","0.0000","4.4081","4.4081","母公司","無，無統計相關數據","","ISO 14001"
"=""8104""","錸寶","63.5600","57.0900","120.6500","母公司-錸寶","0.1200","百萬元營業額","ISO 14001"
"=""8105""","凌巨","1443.5708","2490.0960","3933.6668","母公司八德廠、新竹廠、頭份廠及子公司KGO","無，無統計相關數據","","ISO 14001"
"=""8110""","華東","0.0000","714.8492","714.8492","僅母公司","0.0000","產品",""
"=""8112""","至上","0.0000","0.0000","3.5120","僅含母公司","無，本公司主要從事半導體相關零組件代理經銷業務，未有生產製造的營運活動，各營運據點均為辦公大樓，因此在營運過程中產生之廢棄物，多為員工在辦公室工作時產生之事務類廢棄物與生活廢棄物，故無統計相關數據。","",""
"=""8114""","振樺電","0.0000","0.1700","0.1700","111年 1月~12月","0.0001","百萬元營業額","ISO 14001"
"=""8131""","福懋科","65.4000","405.6800","471.0800","僅母公司","0.0452","百萬元營業額",""
"=""8150""","南茂","0.0000","0.0000","2559.5011","母公司(台灣六個廠區)","0.1100","百萬元營業額","ISO 14001"
"=""8163""","達方","1408.8500","1656.1800","3065.0300","母公司(台灣廠區及中國廠區)","0.2133","百萬元營業額","ISO 14001"
"=""8201""","無敵","0.1000","3.0000","3.1000","母公司","0.0340","員工人數92人",""
"=""8210""","勤誠","12.3500","2906.8800","2919.2300","總部/嘉義廠/勤昆廠/前盛廠","無，無統計相關數據","",""
"=""8213""","志超","2085.7200","1595.3300","3681.0500","僅母公司","0.2145","僅母公司，單位：新台幣百萬元","ISO 14001"
"=""8215""","明基材","819.5800","13797.3100","14616.8900","桃園廠區、雲林廠區及大陸廠區","0.2083","噸數/百萬營業額",""
"=""8222""","寶一","16.3440","41.6800","58.0240","111年度","無，無統計相關數據","",""
"=""8249""","菱光","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8261""","富鼎","0.0000","2.4600","2.4600","僅母公司","0.0200","服務","ISO 14001"
"=""8271""","宇瞻","6.2000","27.2000","33.4000","僅母公司","0.0000","千元營業額","ISO 14001"
"=""8341""","日友","0.0000","0.0000","7901.0000","母公司(雲林廠及彰濱廠)","0.1309","廢棄物焚化處理量","ISO 14001"
"=""8367""","建新國際","0.0000","0.0000","25.2000","僅母公司","0.0148","百萬元營業額",""
"=""8374""","羅昇","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8404""","百和興業-KY","144.5700","3967.7900","4112.3600","江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司","0.4098","產品",""
"=""8411""","福貞-KY","207.8100","562.0500","769.8600","本公司(福貞控股)及所屬轉投資孫公司(「鼎新金屬股份有限公司」、「鼎立金屬包裝股份有限公司」、「福建福貞金屬包裝有限公司」、「福建福天食品有限公司」)作為揭露範疇","0.0200","產品",""
"=""8422""","可寧衛","6.4730","39706.2470","39712.7200","可寧衛、大寧、吉衛及上評資源循環","0.0076","千元營業額",""
"=""8429""","金麗-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8438""","昶昕","195.3600","218.4600","413.8200","大園廠、大園一廠、海湖廠、含銅廢液處理廠、蘆竹廠。","無，無統計相關數據","","UL2809"
"=""8442""","威宏-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8443""","阿瘦","無，不適用","無，不適用","無，不適用","","無，不適用","",""
"=""8454""","富邦媒","0.0000","589.6500","589.6500","總部大樓與momo 營運控制之倉儲","0.0050","百萬元營業額","ISO 14001"
"=""8462""","柏文","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8463""","潤泰材","0.0000","168.6540","168.6540","宜蘭冬山廠","無，無統計相關數據","",""
"=""8464""","億豐","無，2021年資料為13,361噸(有害廢棄物為 338 噸；占總廢棄物的 2.5％)。2022年資料盤查中。","無，2021年資料為13,361噸(有害廢棄物為 338 噸；占總廢棄物的 2.5％)。2022年資料盤查中。","無，2021年資料為13,361噸(有害廢棄物為 338 噸；占總廢棄物的 2.5％)。2022年資料盤查中。","","無，2022年資料盤查中。","",""
"=""8466""","美吉吉-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8467""","波力-KY","146.5700","80.4000","226.9700","2022年","無，無統計相關數據","","中&#21326;人民共和&#22269;固体&#24223;物污染&#29615;境防治法"
"=""8473""","山林水","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8476""","台境*","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8478""","東哥遊艇","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8481""","政伸","0.0000","45.7250","45.7250","僅母公司","0.0556","百萬元營業額",""
"=""8482""","商億-KY","37.9600","311.1000","349.0600","2022年全年","無，無統計相關數據","","ISO 9001"
"=""8488""","吉源-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8499""","鼎炫-KY","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""8926""","台汽電","0.0000","0.0000","21576.8700","台灣汽電共生股份有限公司 官田汽電共生廠","無，無統計相關數據","",""
"=""8940""","新天地","0.0000","480.0000","480.0000","僅母公司","0.0005","千元營業額",""
"=""8996""","高力","0.0000","827.6400","827.6400","母公司","0.3100","百萬元營業額",""
"=""9103""","美德醫療-DR","","","","","","","N/A"
"=""910322""","康師傅-DR","","","","","","","N/A"
"=""9105""","泰金寶-DR","","","","","","","N/A"
"=""910861""","神州-DR","","","","","","","N/A"
"=""9110""","越南控-DR","","","","","","","N/A"
"=""911608""","明輝-DR","","","","","","","N/A"
"=""911622""","泰聚亨-DR","","","","","","","N/A"
"=""911868""","同方友友-DR","","","","","","","N/A"
"=""912000""","晨訊科-DR","","","","","","","N/A"
"=""9136""","巨騰-DR","","","","","","","N/A"
"=""9802""","鈺齊-KY","85.4400","1497.3710","1582.8110","合併財務報表之母子公司","無，無統計相關數據","",""
"=""9902""","台火","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""9904""","寶成","6242.2000","73138.8000","79381.0000","本公司製鞋廠區","0.0003","產品",""
"=""9905""","大華","1.7460","143.9600","145.7060","僅台灣母公司","0.0599","百萬元營業額",""
"=""9906""","欣巴巴","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""9907""","統一實","418.6000","4037.4000","4456.0000","台灣總公司","0.0050","產品",""
"=""9908""","大台北","0.0000","0.0000","39.4410","母公司三棟大樓","0.0011","營業額每10萬元",""
"=""9910""","豐泰","5428.0000","41499.0000","46927.0000","包含合併財務報表之母子公司","0.4893","百萬元營業額",""
"=""9911""","櫻花","0.0000","2047.0000","2047.0000","僅母公司","1.9300","人均廢棄物量","ISO 14001"
"=""9912""","偉聯","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""9914""","美利達","0.0000","2333.0000","2333.0000","僅母公司","0.0730","百萬元營業額","依據行政院環境保護署及有關機關之標準方法進行採樣、檢測。"
"=""9917""","中保科","0.0000","0.0000","20.4420","母公司","0.0028","百萬元營業額",""
"=""9918""","欣天然","0.0000","0.0000","5.2000","欣欣大樓","0.0027","百萬元營業額",""
"=""9919""","康那香","0.0000","2519.0000","2519.0000","僅母公司","0.2200","產量(噸)",""
"=""9921""","巨大","8573.0000","17720.0000","26293.0000","巨大集團大中華區所有自行車生產據點","4.4800","單台",""
"=""9924""","福興","0.0000","0.0000","106.8500","僅母公司","0.0000","產品","ISO 14001"
"=""9925""","新保","0.0000","40.7700","40.7700","母公司","無，無統計相關數據","",""
"=""9926""","新海","0.0000","37.1700","37.1700","僅母公司","0.0200","百萬元營業額",""
"=""9927""","泰銘","0.0000","0.0000","503.9700","全廠","0.0749","千元",""
"=""9928""","中視","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""9929""","秋雨","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""9930""","中聯資源","2.7450","39694.8130","39697.5580","中聯資源公司","3.8650","百萬元營業額","ISO 14001"
"=""9931""","欣高","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""9933""","中鼎","0.0000","1899.0000","1899.0000","母公司(含總部大樓與全球工地)","0.0600","百萬元營業額","AA1000"
"=""9934""","成霖","0.0000","3.8300","3.8300","母公司","無，無統計相關數據","",""
"=""9935""","慶豐富","0.0000","241.5100","241.5100","僅母公司","0.0000","千元營業額",""
"=""9937""","全國","0.0000","0.0000","968.2400","涵蓋本公司所有營運據點及出租加油站予本公司之100%子公司埔祥開發(股)公司及上員(股)公司。","0.0010","公噸/公秉(每公秉油品銷售之廢棄物密集度)",""
"=""9938""","百和","3.4700","1030.2700","1033.7400","僅母公司","0.2100","產品",""
"=""9939""","宏全","114.2200","14137.3200","14251.5400","僅母公司","無，因產業特性不同，分為包材及飲料品項: 1.包材事業體:0.933(廢棄物重量(噸)/百萬營收) 2.飲料事業體:0.0855(廢棄物重量(噸)/成品產量(千公升))","","ISO 14001"
"=""9940""","信義","0.0000","0.0000","264.1832","信義房屋股份有限公司","0.0517","員工人數","ISO 14001(預計2023Q3完成查證)"
"=""9941""","裕融","0.0000","0.0000","73.3600","母公司+子公司新鑫、裕富數位","0.0600","員工人數",""
"=""9942""","茂順","無，無統計相關數據","無，無統計相關數據","無，無統計相關數據","","無，無統計相關數據","",""
"=""9943""","好樂迪","0.0000","1680.2100","1680.2100","廚餘廢油焚化","0.7068","廢棄物量密集度(1680.21)/其他-營收百萬元(2377.164)",""
"=""9944""","新麗","0.0000","292.0000","292.0000","母公司","0.1400","產品",""
"=""9945""","潤泰新","0.0000","168.6500","168.6500","冬山廠(子公司)","無，無統計相關數據","",""
"=""9946""","三發地產","0.0000","671000.0000","671000.0000","三發地產及京富祥營造","0.2951","千元單位營業額",""
"=""9955""","佳龍","0.0000","0.0000","56.4875","包含合併財務報表之母子公司","無，無統計相關數據","",""
"=""9958""","世紀鋼","0.0000","62.2900","62.2900","桃園市觀音區中山路一段1119號","無，無統計相關數據","","ISO 14001"
