報告年度:2021,議題:廢棄物管理,議題:水資源管理,議題:溫室氣體排放,議題:能源管理,報告年度:2022,報告年度:2023
,,,,,,
,,,,,,
,,,,,,
,,,,,,
江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司,,,,,,
,,,,ISO 14001,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2021年,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠,,,,,,
,,,,,,
本公司製鞋廠區,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,,
包含合併財務報表之母子公司,,,,,,
,,,,,,
,,,,,,
僅母公司,,,,,,
,,,,,,
,,,,,,
僅個體公司所有製造廠區(不含分公司),,,,,,
僅母公司日南廠,,,,,,
,,,,ISO 14001,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,,
,,,,,,
,,,,,,
,,,,,,
僅母公司,,,,,,
涵蓋本公司所有營運據點及同為經營加油站之子公司埔祥開發(股)公司及上員(股)公司,,,,,,
,,,,,,
,,,,,,
信義房屋股份有限公司,,,,ISO 14001,,
母公司+子公司新鑫、裕富數位,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,ISO 9001,,
,取得驗證-取得驗證,,,,廢棄物密集度-單位,
,ISO 9001,,,,產品,
,ISO14001、ISO9001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,新台幣千元產值,
,,,,,,
,ISO 9001,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,ISO 14001,,,,營業收入千萬元,
,,,,,產品,
,,,,,百萬元營業額,
,,,,,千元營業額。,
,,,,,產品,
,,,,,,
,,,,,公噸/萬元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,產品,
,,,,,,
,,,,,百萬元營業額,
,,,,,千元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,111年個體營業額(千元)。,
,,,,,產品,
,ISO 14001,,,,產品,
,,,,,百萬元營業額,
,ISO 14001,,,,產品,
,ISO 14001,,,,產品,
,,,,,產品,
,,,,,百萬元營業額,
,,,,,產品,
,ISO 9001,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,產品,
,,,,,"母公司永裕塑膠96.65噸/1,816,611千元營業額=0.00005",
,ISO 14001,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,營業額億元,
,,,,,,
,,,,,建築面積,
,,,,,,
,,,,,,
,ISO 14001,,,,產品,
,,,,,,
,ISO 14001,,,,產品,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,產品,
,,,,,營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,ISO 14001,,,,,
,,,,,,
,,,,,千元營業額,
,ISO 14001,,,,,
,,,,,產品,
,,,,,千元營業額,
,,,,,每公噸產品,
,,,,,,
,,,,,,
,,,,,產品,
,,,,,服務,
,,,,,百萬元營業額,
,,,,,產品,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,產量(公噸),
,,,,,,
,,,,,,
,,,,,產品,
,,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,ISAE3000,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,億元營收,
,,,,,產品,
,,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,千元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,ISO 14001：2015,,,,產品,
,ISO 14001,,,,千元營業額,
,,,,,千萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,產品,
,ISO 14001,,,,營業額,
,ISO 14001,,,,百萬營業額,
,,,,,,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,每百萬元產值,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,ISO 14001,,,,產品,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,千元營業額,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,ISO 14001,,,,公噸/每人/年,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,ISO 14001,,,,百萬元產值,
,ISO 14001,,,,植物保護佰萬元營收,
,,,,,產品,
,"ISO 9001, ISO 14001及ISO 45001",,,,產品,
,,,,,產品,
,,,,,營業額5264762仟元,
,,,,,百萬元營業額,
,確信準則公報第一號,,,,產品,
,,,,,產品,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO9001及ISO14001,,,,,
,,,,,產品,
,,,,,百萬元營業額,
,,,,,,
,,,,,噸CO2e/百萬營收,
,,,,,千元營收,
,ISO 14001,,,,仟元營業額,
,,,,,產品,
,ISO 14001,,,,個體營業收入（百萬元）,
,,,,,百萬元營業額,
,,,,,廢棄物有害12.2+非有害214.763公噸  / 營業額19.4億 = 11.6991,
,,,,,百萬元營業額,
,,,,,產品,
,ISO 14001,,,,產品,
,,,,,營業額,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,千萬元營業額,
,ISO 14001,,,,,
,,,,,,
,ISO 14001,,,,產品,
,,,,,,
,,,,,產品,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,噸/噸(工紙、家品、紙與紙板),
,,,,,,
,,,,,,
,,,,,產品,
,,,,,百萬元營業額,
,ISO 14001,,,,廢棄物量(公噸)/鋼胚(公噸),
,ISO 14001,,,,公噸鋼胚產量,
,,,,,百萬元營業額,
,ISO 14001,,,,產品,
,ISO 14001,,,,產品,
,ISO 14001,,,,產品,
,ISO 14001,,,,千元營業額,
,,,,,,
,,,,,產品,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,營業額單位：千元營業額,
,,,,,產品,
,確信準則 3000號,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,千元營業額,
,,,,,產品,
,,,,,,
,,,,,產品,
,ISO 14001,,,,生產量,
,,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,產品,
,,,,,百萬元營業額,
,ISO 14001:2015,,,,百萬元營業額,
,ISO 14001,,,,千組產品,
,GRI準則,,,,產品,
,ISO 14001,,,,,
,ISO 14001,,,,產品,
,,,,,每噸產品,
,中華民國會計研究發展基金會所發佈確信準則公報3000號進行SASB指標之有限確信,,,,每千噸產品產量,
,,,,,產品,
,,,,,產品,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,產量千噸,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,百萬營業額,
,ISO 14001,,,,產品為楊梅廠+新竹廠年車輛生產台數總量,
,,,,,百萬元營業額,
,,,,,人數,
,,,,,"22,753,512仟元產值",
,,,,,百萬元營業額,
,ISO 14001,,,,人均生活廢棄物產出量(公噸/年-人),
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,產品,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,ISO 14001,,,,產品,
,ISO 14001,,,,wafer-m2,
,,,,,百萬元營業額,
,UL2799、ISO14001,,,,產值(單位：百萬美金),
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,產品,
,ISO 9001、ISO 14001、UL 2799,,,,百萬元營業額,
,,,,,產品,
,,,,,百萬元營業額,
,UL2799：仁寶信息技術(昆山),,,,百萬元營業額,
,ISO 14001,,,,百萬營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,UL2799,,,,單位晶圓委外廢棄物處理量（公斤／十二吋晶圓當量- 光罩數）,
,,,,,"104.79公噸/717人；精英總部大樓2022年人均生活廢棄物產生量為146.15公斤/人.年；精英總部大樓總垃圾量104.79公噸, 資源回收量19.27公噸",
,,,,,員工人數,
,,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,產品,
,ISO 14001,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,服務,
,,,,,,
,,,,,,
,ISO 14001,,,,千元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO9001；ISO14001,,,,百萬元營業額,
,ISO 14001,,,,M2,
,ISO 14001,,,,公噸/千億營業額,
,ISO 14001,,,,千元營業額,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,,
,ISO 14001,,,,,
,,,,,產品,
,ISO 45001,,,,百萬元營業額,
,ISO 14001,,,,產品,
,ISO 14001,,,,"16,792,440千元營業額",
,,,,,千元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,ISO 14064-1：2018 類別4 營運廢棄物,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,億元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,,
,,,,,千元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,威盛台北總公司,,,,百萬元營業額,
,,,,,,
,UL2799廢棄物零填埋認證,,,,百萬元營業額,
,,,,,,
,AA1000,,,,百萬元營業額,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,千元營業額,
,ISO 14001,,,,千顆晶粒,
,ISO9001及 ISO14001,,,,產品,
,ISO 14001,,,,,
,,,,,百萬元營業額,
,,,,,億營業額,
,,,,,百萬元營業額,
,,,,,,
,ISO9001/ISO14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,KPCS產品,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,千元營業額,
,,,,,百萬元營業額,
,"111年12月底進行ISO14001第三方外部驗證,112年3月取得ISO14001證書",,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,ISO 14001,,,,億元,
,,,,,公噸/人,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,母公司員工人數,
,,,,,產品,
,ISO 14001,,,,百萬元營業額,
,AA1000,,,,每年每人,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,仟元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,千元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,營業額,
,ISO 14001,,,,,
,,,,,,
,,,,,百萬元營業額,
,ISO 9001、ISO 14001,,,,千元營業額,
,ISO 14001,,,,千元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,產品,
,,,,,,
,,,,,,
,,,,,,
,ISO 14001,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,工地數量,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,樓地板面積(平方公尺),
,,,,,,
,ISO 9001,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,海運廢棄物總量,
,,,,,,
,,,,,,
,DNV VeriSustain 中度保證等級,,,,千元營業額,
,,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,仟元個體營業收入,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,,
,,,,,百萬元營業額,
,GHG Protocol and ISO 14064-1:2018,,,,百萬元營業額,
,,,,,,
,,,,,,
,ISO 14001,,,,每人每日廢棄物產出量(以24小時計算),
,,,,,百萬營業額,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,千元營業額,
,,,,,千元營業額,
,,,,,千元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,各店廢油採用環保署合格廠商。,,,,含王品、王莆(子公司)、群品(子公司)事業廢棄物量(公克)/實質連鎖營業額(元),
,,,,,,
,,,,,仟元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,人均廢棄物(公斤),
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,ISO 14001,,,,總行大樓740人,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,人,
,,,,,,
,,,,,服務,
,,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,人均垃圾量,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,員工人數,
,ISO 14001,,,,總員工數(公斤/每人),
,ISO 14001,,,,,
,ISO 14001、ISO 14064,,,,百萬元營業額,
,ISO14064-1,,,,人均,
,ISAE 3000,,,,國內員工人數,
,永續報告書資訊委由BSI查證，取得GRI Standards準則-核心選項與AA1000AS v3第二類型中度保證等級查證,,,,百萬元營業額,
,,,,,人均廢棄物製造量,
,ISO 14001,,,,佰萬元淨收益,
,AA1000 ASv3第二類型高度保證等級,,,,每人,
,ISO14064-1:2018,,,,人,
,ISO 14001,,,,員工人數,
,ISO 14001,,,,每人,
,,,,,百萬元營業額,
,,,,,億元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬營收,
,,,,,,
,,,,,,
,AA1000 type2,,,,門市數,
,,,,,,
,,,,,,
,,,,,新台幣十萬元營收,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,產品,
,ISO9001、ISO14001,,,,百萬元營業額,
,GRI Standards依循選項與AA 1000 ASv3 Type1 中度保證等級的要求,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,,
,,,,,廢棄物總量：8393.016噸 / 56016.554TWD'M=0.1498,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,"112.8400(公噸)/30,574.800 (新台幣百萬元,2022年營收)= 0.0037",
,,,,,,
,,,,,,
,ISO 14001,,,,產品,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,TUV:ISO 9001,,,,產品,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,樓地板面積(平方公尺),
,ISO 14001,,,,百萬元營業額,
,,,,,PCS,
,,,,,,
,,,,,產品,
,ISO 14001,,,,以個體營收計算，單位：新台幣百萬元,
,,,,,,
,"由UL驗證的Zero Waste to Landfill Platinum Operations零填埋白金等級認證,詳見我司官網www.tripod-tech.com",,,,百萬元營業額,
,依中華民國會計研究發展基金會確信準則公報第3000 號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信,,,,千元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,0.00000067公噸 ／營業額仟元,
,ISO 14001,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,營業額以百萬計,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,ISO 14001,,,,產品,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,員工人數,
,,,,,人,
,ISO 14001,,,,百萬元營業額,
,,,,,產品,
,,,,,,
,,,,,產品,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,員工人數67人,
,,,,,,
,ISO 14001,,,,公噸/千元營業額,
,,,,,,
,,,,,新台幣百萬元營業額,
,,,,,,
,,,,,產品,
,,,,,,
,ISO 14001,,,,,
,,,,,,
,,,,,十萬元營收,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,員工人均廢棄物量,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,ISO 14064-1,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,億營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,ISO 14001,,,,千元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,依照確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信驗證，指標揭露內容參照GRI 306-3,,,,各據點員工合計數,
,ISO 14001，驗證範圍：鳳山、安平及淡水水資源回收中心,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,ISO14001; GRI; SASB,,,,公斤/千美金營收,
,,,,,母公司為控股公司,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,仟元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,產品,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,產品,
,,,,,,
,EMeRet,,,,產品,
,,,,,,
,,,,,產品,
,,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,產品,
,,,,,,
,ISO 9001 及 ISO14001,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,ISO 14064-1,,,,百萬元營業額,
,,,,,千元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,千小時總經歷工時,
,,,,,百萬元營業額,
,ISO9001、ISO14001,,,,千元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,,
,,,,,,
,,,,,,
,ISO 14001,,,,,
,,,,,百萬元營業額,
,ISO 14064-1 溫室氣體盤查標準、確信準則公報第一號,,,,營業額；廢棄物量 / 仟元,
,,,,,營業額(仟元單位),
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,ISAE3000確信標準,,,,百萬元營業額,
,ISO 14001,,,,仟元營業額,
,,,,,產品,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,公克/層-晶圓光罩,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,每位員工,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,UL2799 Zero Waste to Landfill,,,,百萬元營業額,
,ISO 14001,,,,產能(仟米平方),
,AA1000 Type2 中度保證等級,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,ISO 14001,,,,,
,,,,,,
,,,,,產量:噸,
,,,,,,
,,,,,千元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,ISO 9001,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,營業額(億元),
,,,,,,
,Thai Ministrial Regulation,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,仟元營業額,
,,,,,百萬元營業額,
,,,,,員工人數(&#12149;南廠),
,,,,,百萬元營業額,
,,,,,產品,
,ISO9001 ISO14001 QC080000,,,,營業額(新台幣仟元),
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,廢棄物總量/(海勤船員+辦公室員工人數),
,,,,,,
,,,,,,
,1.確信準則3000號 2.通過ISO 14001驗證,,,,百萬元營業額,
,ISO 14064溫室氣體排放盤查,,,,佰萬元淨收益,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,產品,
,本公司廢棄物量數據經2022永續報告書驗證。,,,,百萬元營業額,
,,,,,產品,
,,,,,百萬元營業額,
,,,,,千元營業額,
,,,,,百萬元營業額,
,,,,,仟元營業額,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,ISO 9001,,,,仟元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,UL2799,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,千元營業額,
,ISO 14001,,,,產品塑膠粒投料量(公斤),
,,,,,,
,ISO 14001,,,,總重量(噸)/營業額(百萬),
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,ISO 14001,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,ISO 14001,,,,,
,,,,,員工人數,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,產品,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,ISO 9001&14001& UL2799,,,,百萬元營業額,
,,,,,,
,2022年碁科技永續報告書確認符合SASB對應行業準則、GRI準則依循以及AA1000第一類型中度保證等級,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 9001 .ISO 4001 .ISO45001 ; 採用ISAE3000及ISAE3410進行確信,,,,單位:百萬美金營業額,
,ISO 14001；蘇州廠UL 2799: UL,,,,百萬元營業額,
,,,,,,
,ISO 14001,,,,千元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,產品,
,,,,,,
,,,,,萬元產值， 2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,
,ISO 14001,,,,,
,,,,,千元營業額,
,,,,,百萬元營業額,
,,,,,千元營業額,
,ISO 14001,,,,每百萬單位產品3.33公噸,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,產品,
,,,,,百萬元營業額,
,,,,,,
,,,,,噸/新台幣仟元營收,
,,,,,,
,,,,,產品,
,,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,ISO 14001,,,,服務,
,ISO 14001,,,,產品,
,,,,,仟元,
,,,,,,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,產品,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,百萬元營業額,
,,,,,千元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,,
,,,,,,
,,,,,千元營業額,
,,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,ISO 14001,,,,百萬元營業額,
,,,,,,
,,,,,百萬元營業額,
,,,,,百萬元營業額,
