"報告年度:2023","議題:溫室氣體排放"
"公司代號","公司名稱","直接(範疇一)溫室氣體-數據(公噸CO₂e)","直接(範疇一)溫室氣體-資料邊界","直接(範疇一)溫室氣體-確信範圍","能源間接(範疇二)溫室氣體-數據(公噸CO₂e)","能源間接(範疇二)溫室氣體-資料邊界","能源間接(範疇二)溫室氣體-確信範圍","其他間接(範疇三)溫室氣體-數據(公噸CO₂e)","其他間接(範疇三)溫室氣體-資料邊界","其他間接(範疇三)溫室氣體-確信範圍","溫室氣體排放密集度-密集度(公噸CO₂e/百萬元營業額)"
"=""6488""","環球晶","22,149.8408","台灣區: 環球晶圓總部&竹南廠、中德分公司 海外區: GlobalWafers Japan Co., Ltd.、昆山中辰矽晶、MEMC Electronic Materials S.p.A、MEMC Korea Company、MEMC LLC、MEMC Japan Ltd.、GlobiTech Incorporated.、MEMC Electronic Materials Sdn. Bhd.、Topsil GlobalWafers A/S","台灣區：環球晶圓總部&竹南廠、中德分公司 海外區：GlobalWafers Japan Co., Ltd.、昆山中辰矽晶、MEMC Electronic Materials S.p.A、MEMC Korea Company、MEMC Japan Ltd.","516,901.8833","台灣區：環球晶圓總部&竹南廠、中德分公司 海外區：GlobalWafers Japan Co., Ltd.、昆山中辰矽晶、MEMC Electronic Materials S.p.A、MEMC Korea Company、MEMC LLC、MEMC Japan Ltd.、GlobiTech Incorporated.、MEMC Electronic Materials Sdn. Bhd.、Topsil GlobalWafers A/S","台灣區：環球晶圓總部&竹南廠、中德分公司 海外區：GlobalWafers Japan Co., Ltd.、昆山中辰矽晶、MEMC Electronic Materials S.p.A、MEMC Korea Company、MEMC Japan Ltd.","451,692.6680","台灣區：環球晶圓總部&竹南廠、中德分公司 海外區：GlobalWafers Japan Co., Ltd.、昆山中辰矽晶、MEMC Electronic Materials S.p.A、MEMC Korea Company、MEMC Japan Ltd.、MEMC Electronic Materials Sdn. Bhd.、Topsil GlobalWafers A/S","台灣區：環球晶圓總部&竹南廠、中德分公司 海外區：GlobalWafers Japan Co., Ltd.、昆山中辰矽晶、MEMC Electronic Materials S.p.A、MEMC Korea Company、MEMC Japan Ltd.","7.6300"
"=""6492""","生華科","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6494""","九齊","0.0000","母公司","N/A","214.0000","母公司","N/A","N/A","N/A","N/A","0.1605"
"=""6496""","科懋","15.1237","本公司+科進+科明公務車汽油耗用","N/A","575.2398","本公司+科進+科明辦公室及生產設施用電度數","N/A","N/A","N/A","N/A","0.7652"
"=""6499""","益安","N/A","N/A","N/A","132.0000","本公司士林及五股辦公室","N/A","N/A","N/A","N/A",""
"=""6506""","雙邦","6,908.9500","母公司","N/A","8,876.1500","母公司","N/A","N/A","N/A","N/A","10.7090"
"=""6508""","惠光","123.0200","僅母公司","N/A","3,903.4900","僅母公司","N/A","N/A","N/A","N/A",""
"=""6509""","聚和","8,009.8356","台灣大發廠","台灣大發廠","6,117.9496","台灣大發廠","台灣大發廠","18,543.3955","台灣大發廠","台灣大發廠","3.7594"
"=""6510""","精測","1,890.4375","本公司桃園、新竹、台中、高雄等四大營運據點之盤查邊界，包含直接溫室氣體排放及間接溫室氣體排放。","本公司組織邊界範圍內所有排放源。","14,695.3848","本公司桃園、新竹、台中、高雄等四大營運據點之盤查邊界，包含直接溫室氣體排放及間接溫室氣體排放。","本公司組織邊界範圍內所有排放源。","4,858.4878","本公司桃園、新竹、台中、高雄等四大營運據點之盤查邊界，包含直接溫室氣體排放及間接溫室氣體排放。","本公司組織邊界範圍內所有排放源。","5.7501"
"=""6512""","啟發電","74.2080","僅為啟發電子於新竹縣竹北市辦公區域","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6516""","勤崴國際","7.8791","勤崴國際科技股份有限公司所在地台北市中正區羅斯福路二段100號4F","N/A","114.3942","勤崴國際科技股份有限公司所在地台北市中正區羅斯福路二段100號4F","N/A","12.0027","勤崴國際科技股份有限公司所在地台北市中正區羅斯福路二段100號4F","N/A","0.3437"
"=""6517""","保勝光學","N/A","N/A","N/A","2,026.1220","保勝光學股份有限公司","N/A","N/A","N/A","N/A",""
"=""6523""","達爾膚","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6527""","明達醫","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6530""","創威","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6532""","瑞耘","21.2197","本瑞耘科技兩處廠區  新豐廠-新竹縣湖口鄉大同路19號 新竹廠-新竹縣湖口鄉光復南路58號","N/A","1,598.2392","本瑞耘科技兩處廠區  新豐廠-新竹縣湖口鄉大同路19號 新竹廠-新竹縣湖口鄉光復南路58號","N/A","N/A","N/A","N/A","2.3341"
"=""6535""","順藥","N/A","N/A","N/A","11.5857","包含合併財務報表之母子公司","N/A","2,913.2913","僅母公司","N/A","0.1858"
"=""6538""","倉和","59.9442","僅母公司","N/A","1,636.1997","僅母公司","N/A","344.7554","僅母公司","N/A",""
"=""6542""","隆中","9.0560","母公司","N/A","168.1360","母公司","N/A","N/A","N/A","N/A","0.4735"
"=""6546""","正基","264.5900","正基科技溫室氣體盤查組織範疇涵蓋新竹湖口舊廠、新竹竹北新廠及子公司速連通訊內湖總部。","N/A","234.4900","正基科技溫室氣體盤查組織範疇涵蓋新竹湖口舊廠、新竹竹北新廠及子公司速連通訊內湖總部。","N/A","N/A","N/A","N/A","0.2300"
"=""6547""","高端疫苗","1,538.4600","母子公司","N/A","3,821.5800","母子公司","N/A","N/A","N/A","N/A","13.7437"
"=""6548""","長科*","3,590.0000","包含合併財務報表之母子公司","包含合併財務報表之母子公司","44,169.0000","包含合併財務報表之母子公司","包含合併財務報表之母子公司","49,852.0000","包含合併財務報表之母子公司","包含合併財務報表之母子公司","4.1240"
"=""6556""","勝品","71.9700","母公司、子公司泰勝","N/A","1,492.9300","母公司、子公司泰勝","N/A","N/A","N/A","N/A",""
"=""6560""","欣普羅","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6561""","是方","213.6700","114051 台北市內湖區瑞光路 68 號 2 樓 114062 台北市內湖區瑞光路 188 巷37 號 114067 台北市內湖區陽光街 250 號 114664 台北市內湖區瑞光路 76 巷45 號 中國(上海)自由貿易試驗區基隆路55 號6 層B09 室","報導期間：2023 年01 月01 日至2023 年12 月31 日。 報導溫室氣體的類型，包括CO2、CH4、N2O 和HFCs。","25,350.6117","114051 台北市內湖區瑞光路 68 號 2 樓 114062 台北市內湖區瑞光路 188 巷37 號 114067 台北市內湖區陽光街 250 號 114664 台北市內湖區瑞光路 76 巷45 號 中國(上海)自由貿易試驗區基隆路55 號6 層B09 室","報導期間：2023 年01 月01 日至2023 年12 月31 日。 報導溫室氣體的類型，包括CO2、CH4、N2O 和HFCs。","5,032.3386","114051 台北市內湖區瑞光路 68 號 2 樓 114062 台北市內湖區瑞光路 188 巷37 號 114067 台北市內湖區陽光街 250 號 114664 台北市內湖區瑞光路 76 巷45 號 中國(上海)自由貿易試驗區基隆路55 號6 層B09 室","報導期間：2023 年01 月01 日至2023 年12 月31 日。 報導溫室氣體的類型，包括CO2、CH4、N2O 和HFCs。","9.4376"
"=""6568""","宏觀","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6569""","醫揚","31.6625","營運控制法","醫揚科技股份有限公司之集團組織邊界範圍內所有排放源","192.3380","營運控制法","醫揚科技股份有限公司之集團組織邊界範圍內所有排放源","9,239.5260","營運控制法","醫揚科技股份有限公司之集團組織邊界範圍內所有排放源","6.3391"
"=""6570""","維田","14.5850","僅母公司 組織邊界設定方法為「控制權法」。 該控制權法以「營運控制法」為準。","僅母公司_合理保證","269.1200","僅母公司 組織邊界設定方法為「控制權法」。 該控制權法以「營運控制法」為準。","僅母公司_合理保證","200.0820","僅母公司 組織邊界設定方法為「控制權法」。 該控制權法以「營運控制法」為準。","僅母公司_有限保證","2.2680"
"=""6574""","霈方","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6576""","逸達","1.8860","母公司","N/A","229.9310","母公司","N/A","N/A","N/A","N/A","1.1890"
"=""6577""","勁豐","76.0000","僅包含台北辦公室及桃園青埔廠。","僅包含台北辦公室及桃園青埔廠。","586.0643","僅包含台北辦公室及桃園青埔廠。","僅包含台北辦公室及桃園青埔廠。","122.9147","僅包含台北辦公室及桃園青埔廠。","僅包含台北辦公室及桃園青埔廠。","0.3105"
"=""6578""","達邦蛋白","1,600.0000","僅母公司","N/A","1,140.0000","僅母公司","N/A","N/A","N/A","N/A","7.1354"
"=""6584""","南俊國際","499.7895","僅母公司(雲科一、二及三廠)","N/A","3,293.8444","僅母公司(雲科一、二及三廠)","N/A","509.1040","僅母公司(雲科一、二及三廠)","N/A","3.1544"
"=""6588""","東典","197.9400","母公司","N/A","2,484.5000","母公司","N/A","N/A","N/A","N/A","24.8300"
"=""6589""","台康生技","1,093.3688","汐止總公司、竹北分公司及德國子公司","N/A","10,350.7997","汐止總公司、竹北分公司及德國子公司","N/A","2,402.4110","汐止總公司、竹北分公司及德國子公司","N/A","10.1181"
"=""6590""","普鴻","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6593""","台灣銘板","109.2956","林口廠+新莊廠=總和","林口廠+新莊廠","1,197.6338","林口廠+新莊廠=總和","林口廠+新莊廠","266.5667","林口廠+新莊廠=總和","林口廠+新莊廠","0.0020"
"=""6596""","寬宏藝術","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6603""","富強鑫","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6609""","瀧澤科","105.4828","台灣瀧澤科技股份有限公司(平鎮廠) 324 台灣桃園市平鎮區延平路三段505號","N/A","1,487.3846","台灣瀧澤科技股份有限公司(平鎮廠) 324 台灣桃園市平鎮區延平路三段505號","N/A","N/A","N/A","N/A",""
"=""6612""","奈米醫材","3.9396","母公司","N/A","373.1264","母公司","N/A","N/A","N/A","N/A","3.8873"
"=""6613""","朋億*","66.7647","母公司","母公司","84.5096","母公司","母公司","162.8048","母公司","母公司","0.0746"
"=""6615""","慧智","0.1914","僅母公司","N/A","297.4360","僅母公司","N/A","N/A","N/A","N/A","0.6470"
"=""6616""","特昇-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6617""","共信-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6624""","萬年清","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6629""","泰金-KY","603.7500","合併財務報表之母子公司","N/A","5,780.8700","合併財務報表之母子公司","N/A","N/A","N/A","N/A","53.8977"
"=""6637""","醫影","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6640""","均華","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6642""","富致","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6643""","M31","1,509.7777","母公司","母公司","1,541.0617","母公司","母公司","123.5701","母公司 ","母公司","1.8926"
"=""6649""","台生材","82.0648","本公司一樓","N/A","421.7574","本公司一樓","N/A","N/A","N/A","N/A","6.9170"
"=""6651""","全宇昕","19.8950","全宇昕科技","全宇昕科技","376.3976","全宇昕科技","全宇昕科技","369.3248","全宇昕科技","全宇昕科技","0.5690"
"=""6654""","天正國際","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6661""","威健生技","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6662""","樂斯科","N/A","N/A","N/A","1,166,525.0000","本公司","N/A","N/A","N/A","N/A",""
"=""6664""","群翊","301.1864","僅母公司","N/A","461.1554","僅母公司","N/A","161.1582","僅母公司","N/A","0.4010"
"=""6667""","信紘科","39.9588","母公司","母公司","679.3220","母公司","母公司","N/A","N/A","N/A","0.3107"
"=""6679""","鈺太","14.8858","僅母公司","N/A","108.5737","僅母公司","N/A","45.5643","僅母公司","N/A","0.0671"
"=""6680""","鑫創電子","0.3630","新北市中和區中正路738號2樓之3、4 倉庫：新北市中和區建一路166號2樓之2 組裝線：新北市中和區建一路166號10樓之2","N/A","85.4523","新北市中和區中正路738號2樓之3、4","N/A","18.4758","新北市中和區中正路738號2樓之3、4","N/A",""
"=""6683""","雍智科技","45.7080","母公司與中國大陸上海子公司上海芯埕有限公司","N/A","917.2315","母公司與中國大陸上海子公司上海芯埕有限公司","N/A","N/A","N/A","N/A","0.6828"
"=""6684""","安格","0.0311","2023年6月起台北辦公室搬遷至自南港辦公室，因為商辦大樓其水電費由大樓管理中心依坪數進行攤算，且展匯自2023年4月起成為安格子公司，故此數據為安格集團合併之排放量。","N/A","232.3402","2023年6月起台北辦公室搬遷至自南港辦公室，因為商辦大樓其水電費由大樓管理中心依坪數進行攤算，且展匯自2023年4月起成為安格子公司，故此數據為安格集團合併之排放量。","N/A","N/A","N/A","N/A",""
"=""6690""","安碁資訊","218.2400","含合併財務報表之母子公司 ","含合併財務報表之母子公司 ","710.3800","含合併財務報表之母子公司 ","含合併財務報表之母子公司 ","N/A","N/A","N/A","0.5034"
"=""6692""","進能服","151.4123","主要係以進能服母公司4個營運據點(台北、桃園、台中及高雄辦公室)與4個工務所為盤查邊界","N/A","143.2149","主要係以進能服母公司4個營運據點(台北、桃園、台中及高雄辦公室)與4個工務所為盤查邊界","N/A","N/A","N/A","N/A","0.1793"
"=""6693""","廣閎科","26.1926","母公司-新竹縣竹北市台元二街8號8樓、6號8樓之3","母公司-新竹縣竹北市台元二街8號8樓、6號8樓之3","288.0890","母公司-新竹縣竹北市台元二街8號8樓、6號8樓之3","母公司-新竹縣竹北市台元二街8號8樓、6號8樓之3","191.6319","母公司-新竹縣竹北市台元二街8號8樓、6號8樓之3","母公司-新竹縣竹北市台元二街8號8樓、6號8樓之3","0.5261"
"=""6697""","東捷資訊","44.9600","包含合併財務報表之母子公司","N/A","418.2200","包含合併財務報表之母子公司","N/A","N/A","N/A","N/A","0.3400"
"=""6703""","軒郁","0.0710","包含合併財務報表之母子公司","N/A","83.0710","包含合併財務報表之母子公司 ","N/A","131.3800","包含合併財務報表之母子公司","N/A","0.0280"
"=""6708""","天擎","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6712""","長聖","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6716""","應廣","N/A","N/A","N/A","112.0000","應廣科技新竹總公司","N/A","N/A","N/A","N/A","0.1059"
"=""6721""","信實","931.5234","本公司採營運控制權法鑑別組織範圍。集團母公司以及100%控股子公司，與合併財報範圍一致。","N/A","152.1416","本公司採營運控制權法鑑別組織範圍。集團母公司以及100%控股子公司，與合併財報範圍一致。","N/A","267.3774","本公司採營運控制權法鑑別組織範圍。集團母公司以及100%控股子公司，與合併財報範圍一致。","N/A","0.3633"
"=""6727""","亞泰金屬","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6728""","上洋","718.6968","合併財務報表之母子公司","N/A","5,084.0500","合併財務報表之母子公司","N/A","N/A","N/A","N/A","2.1232"
"=""6732""","昇佳電子","62.6589","昇佳電子(新竹總部)","昇佳電子(新竹總部)","376.2333","昇佳電子(新竹總部)","昇佳電子(新竹總部)","118.5166","昇佳電子(新竹總部)","昇佳電子(新竹總部)","0.0966"
"=""6733""","博晟生醫","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6735""","美達科技","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6741""","91APP*-KY","52.0250","本公司及台灣子公司","N/A","291.8920","本公司及台灣子公司","N/A","N/A","N/A","N/A",""
"=""6747""","亨泰光","0.1595","僅本公司五股工廠","N/A","839.0294","僅本公司五股工廠","N/A","149.4627","僅本公司五股工廠","N/A",""
"=""6751""","智聯服務","3.5300","含合併財務報表之母子公司 ","含合併財務報表之母子公司 ","73.6900","含合併財務報表之母子公司 ","含合併財務報表之母子公司 ","N/A","N/A","N/A","0.0444"
"=""6752""","叡揚","147.0363","母公司","N/A","312.5295","母公司","N/A","N/A","N/A","N/A","0.2890"
"=""6761""","穩得","26.5044","母公司","N/A","281.0191","母公司","N/A","N/A","N/A","N/A","0.2073"
"=""6762""","達亞","125.2680","本公司地理邊界為範圍，鑑別現有廠房為資料邊界, 112年因擴建新廠活動，112年排放量統計包含地理邊界內之南上廠及擴建之南山廠","N/A","1,615.9690","本公司地理邊界為範圍，鑑別現有廠房為資料邊界, 112年因擴建新廠活動，112年排放量統計包含地理邊界內之南上廠及擴建之南山廠","N/A","N/A","N/A","N/A","3.4274"
"=""6763""","綠界科技","N/A","N/A","N/A","43,538.2200","僅母公司","N/A","N/A","N/A","N/A","28.1071"
"=""6767""","台微醫","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6785""","昱展新藥","N/A","N/A","N/A","N/A","N/A","N/A","24.9740","本公司並無從事藥物生產製造業務，溫室氣體以台中辦公室及實驗室用電及用水產生之碳排放為主。 ","N/A",""
"=""6788""","華景電","85.6254","母公司","N/A","354.3282","母公司","N/A","N/A","N/A","N/A",""
"=""6791""","虎門科技","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6803""","崑鼎","0.0000","崑鼎公司(母公司)","崑鼎公司(母公司)","123.5984","崑鼎公司(母公司)","崑鼎公司(母公司)","215,377.9109","崑鼎公司(母公司組織總部員工通勤、能資源上游排放、投資:所有合併報表財務子公司。)","崑鼎公司(母公司組織總部員工通勤、能資源上游排放、投資:所有合併報表財務子公司。)","28.3500"
"=""6804""","明係","114.5464","僅母公司。","N/A","674.4880","僅母公司。","N/A","239.0520","僅母公司。","N/A","0.3057"
"=""6811""","宏碁資訊","1.8100","含合併財務報表之母子公司","含合併財務報表之母子公司","249.3500","含合併財務報表之母子公司","含合併財務報表之母子公司","N/A","N/A","N/A","0.0333"
"=""6821""","聯寶","37.2942","合併財務報表之母子公司","N/A","109.7667","合併財務報表之母子公司","N/A","7.9104","合併財務報表之母子公司","N/A","0.2922"
"=""6823""","濾能","89.3797","母公司","N/A","142.2899","母公司","N/A","147.7626","母公司","N/A","0.4905"
"=""6829""","千附精密","346.4950","千附精密公司","N/A","5,134.8532","千附精密公司","N/A","2,430.4600","千附精密公司","N/A","5.8600"
"=""6840""","東研信超","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6841""","長佳智能","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6843""","進典","61.6398","幼獅1~2廠","N/A","342.7570","幼獅1~2廠","N/A","N/A","N/A","N/A","0.4248"
"=""6844""","諾貝兒","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6846""","綠茵","50.9700","前述範疇一資料涵蓋範圍包含合併財務報表之母子公司","N/A","644.0700","前述範疇二資料涵蓋範圍包含合併財務報表之母子公司","N/A","N/A","N/A","N/A","0.8683"
"=""6855""","數泓科","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6856""","鑫傳","52.3988","母公司及合併財務報表之子公司(鑫傳、鑫祺、鑫隆、人誠、永敘)","母公司及合併財務報表之子公司(鑫傳、鑫祺、鑫隆、人誠、永敘)","334.8153","母公司及合併財務報表之子公司(鑫傳、鑫祺、鑫隆、人誠、永敘)","母公司及合併財務報表之子公司(鑫傳、鑫祺、鑫隆、人誠、永敘)","74.8972","母公司及合併財務報表之子公司(鑫傳、鑫祺、鑫隆、人誠、永敘)","母公司及合併財務報表之子公司(鑫傳、鑫祺、鑫隆、人誠、永敘)","0.9770"
"=""6859""","伯特光","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6865""","偉康科技","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6870""","騰雲","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6874""","倍力","3.1370","台北總公司及高雄分公司","N/A","58.6660","台北總公司及高雄分公司","N/A","N/A","N/A","N/A","0.0387"
"=""6875""","國邑*","N/A","N/A","N/A","117.3000","本公司並無從事藥物生產製造業務，溫室氣體以辦公室及實驗室用電及用水產生之碳排放為主。","N/A","N/A","N/A","N/A",""
"=""6877""","鏵友益","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6881""","潤德","19.3959","與本公司公告之財務報告範圍一致","N/A","73.7621","辦公室（不含工地）","N/A","N/A","N/A","N/A","0.0612"
"=""6894""","衛司特","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6895""","宏碩系統","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6899""","創為精密","314.3747","母公司","N/A","4,072.4652","母公司","N/A","6,519.1356","母公司","N/A","12.7406"
"=""6903""","巨漢","692.9946","僅母公司","N/A","48.2562","僅母公司","N/A","N/A","N/A","N/A","0.2584"
"=""6904""","伯鑫","439.7442","僅母公司","N/A","846.1989","僅母公司","N/A","N/A","N/A","N/A",""
"=""6922""","宸曜","39.8187","宸曜科技股份有限公司台北總部(新北市中和區中正路868-3號15樓等)、台中辦公室(台中市西區台灣大道二段186號6樓之2)","N/A","289.2339","宸曜科技股份有限公司台北總部(新北市中和區中正路868-3號15樓等)、台中辦公室(台中市西區台灣大道二段186號6樓之2)","N/A","N/A","N/A","N/A","0.3918"
"=""6929""","佑全","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""6953""","家碩","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""7402""","邑錡","54.8750","本公司(內湖、三重及安鴻辦公室)","N/A","55.5050","本公司(內湖、三重及安鴻辦公室)","N/A","N/A","N/A","N/A","0.2036"
"=""7556""","意德士科技","29.8362","合併公司之台北及新竹營運據點","N/A","459.0089","合併公司之台北及新竹營運據點","N/A","N/A","N/A","N/A","0.9464"
"=""8024""","佑華","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8027""","鈦昇","93.7432","僅母公司:橫山路61號、69號、69-8號","N/A","690.4349","僅母公司:橫山路61號、69號、69-8號","N/A","N/A","N/A","N/A","0.6795"
"=""8032""","光菱","468.8732","母公司(汐止/高雄/新竹/台中)","N/A","89.2579","母公司(汐止/高雄/新竹/台中)","N/A","N/A","N/A","N/A",""
"=""8034""","榮群","11.7000","新竹總公司","N/A","224.6000","新竹總公司","N/A","N/A","N/A","N/A","0.3500"
"=""8038""","長園科","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8040""","九暘","14.7120","新竹以及汐止辦公區域","N/A","357.9010","新竹以及汐止辦公區域","N/A","N/A","N/A","N/A","0.0570"
"=""8042""","金山電","540.0000","包含母公司及三個海外實體公司","N/A","13,926.4100","包含母公司及三個海外實體子公司","N/A","2,399.7500","包含母公司及三個海外實體子公司","N/A","4.5307"
"=""8043""","蜜望實","97.7600","僅母公司","N/A","141.1400","僅母公司","N/A","N/A","N/A","N/A","0.0300"
"=""8044""","網家","N/A","N/A","N/A","7,938.8200","母公司","N/A","N/A","N/A","N/A",""
"=""8047""","星雲","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8048""","德勝","N/A","N/A","N/A","288.5070","僅母公司","N/A","N/A","N/A","N/A","0.1610"
"=""8049""","晶采","12.0433","母公司","N/A","805.4868","母公司","N/A","N/A","N/A","N/A","0.3915"
"=""8050""","廣積","130.2209","母公司","N/A","3,604.3435","母公司","N/A","819.3619","母公司","N/A","0.9170"
"=""8054""","安國","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8059""","凱碩","15.6800","母公司","母公司","132.7200","母公司","母公司","N/A","N/A","N/A","0.2667"
"=""8064""","東捷","348.3548","僅母公司","僅母公司","2,358.5879","僅母公司","僅母公司","282.0705","僅母公司","僅母公司","1.8364"
"=""8066""","來思達","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8067""","志旭","N/A","N/A","N/A","97.1060","志旭國際辦公室及志旭日本辦公室用電排碳","N/A","283,209.0000","志旭國際人員汽車使用汽油排碳量","N/A",""
"=""8068""","全達","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8069""","元太","3,677.2235","母公司包含台灣地區新竹廠、林口廠；韓國地區辦事處;子公司包含美國廠區、揚州廠區及其他子公司","全球廠區","30,071.6461","母公司包含台灣地區新竹廠、林口廠；韓國地區辦事處;子公司包含美國廠區、揚州廠區及其他子公司","全球廠區","72,232.7000","母公司包含台灣地區新竹廠、林口廠；韓國地區辦事處;子公司包含美國廠區、揚州廠區及其他子公司","全球廠區","1.2400"
"=""8071""","能率網通","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8074""","鉅橡","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8076""","伍豐","21.0000","母公司","N/A","286.0000","母公司","N/A","N/A","N/A","N/A","0.1626"
"=""8077""","洛碁","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8080""","印鉐","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8083""","瑞穎","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8084""","巨虹","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8085""","福華","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8086""","宏捷科","46,277.1880","本公司之組織邊界設定採營運控制(權)，目前組織邊界之設定，以宏捷科技南科大利廠為主要組織邊界。","宏捷科技南科大利廠","18,785.0520","宏捷科技南科大利廠","宏捷科技南科大利廠","4,625.8348","宏捷科技南科大利廠","宏捷科技南科大利廠","0.0170"
"=""8087""","華鎂鑫","5.0916","麗升公司(母公司)","N/A","20.5432","麗升公司(母公司)","N/A","N/A","N/A","N/A",""
"=""8088""","品安","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8089""","康全電訊","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8091""","翔名","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8092""","建暐","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8093""","保銳","2.0000","僅母公司","僅母公司","0.2000","僅母公司","僅母公司","0.1000","僅母公司","僅母公司","0.0010"
"=""8096""","擎亞","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8097""","常珵","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",""
"=""8099""","大世科","154.7168","大世科與台灣子公司所屬各地辦公室。","N/A","1,011.4744","大世科與台灣子公司所屬各地辦公室。","N/A","226.7083","大世科與台灣子公司所屬各地辦公室。","N/A","0.3332"
"=""8107""","大億金茂","1.0838","母公司","N/A","406.0746","母公司","N/A","N/A","N/A","N/A",""
"=""8109""","博大","95.1359","僅母公司","N/A","1,186.5485","僅母公司","N/A","N/A","N/A","N/A",""
"=""8111""","立碁","180.0268","僅母公司","僅母公司 ","1,987.2634","僅母公司","僅母公司","88.7793","僅母公司","僅母公司","3.9900"
"=""8121""","越峰","3,549.0000","個體公司、昆山廠及廣州廠","N/A","44,200.0000","個體公司、昆山廠及廣州廠","N/A","1,325.3400","個體公司、昆山廠及廣州廠 (上游運輸及配送、員工通勤、下游運輸及配送)","N/A","18.7100"
